event_date,firm,car,group,direction,proc,dir_bank,dir_payments,dir_gate
2024-02-21,BNP.PA,-0.0026705556319101672,bank,0.0,False,0.0,0.0,0.0
2024-02-21,GLE.PA,-0.003138224310768967,bank,0.0,False,0.0,0.0,0.0
2024-02-21,ACA.PA,0.0020387884321854963,bank,0.0,False,0.0,0.0,0.0
2024-02-21,SAN.MC,-0.0068287313488605466,bank,0.0,False,0.0,0.0,0.0
2024-02-21,BBVA.MC,0.010500631660302512,bank,0.0,False,0.0,0.0,0.0
2024-02-21,CABK.MC,-0.01853711007666549,bank,0.0,False,0.0,0.0,0.0
2024-02-21,SAB.MC,-0.0004945446947719201,bank,0.0,False,0.0,0.0,0.0
2024-02-21,BKT.MC,0.0013914414797566573,bank,0.0,False,0.0,0.0,0.0
2024-02-21,UNI.MC,0.0008975194945363453,bank,0.0,False,0.0,0.0,0.0
2024-02-21,ISP.MI,0.0026145908867985825,bank,0.0,False,0.0,0.0,0.0
2024-02-21,UCG.MI,-0.00025018381050387513,bank,0.0,False,0.0,0.0,0.0
2024-02-21,BAMI.MI,0.036153838610432275,bank,0.0,False,0.0,0.0,0.0
2024-02-21,BPE.MI,0.03328606781266728,bank,0.0,False,0.0,0.0,0.0
2024-02-21,MB.MI,0.02090417010905436,bank,0.0,False,0.0,0.0,0.0
2024-02-21,INGA.AS,-0.013862092172866406,bank,0.0,False,0.0,0.0,0.0
2024-02-21,ABN.AS,-0.00591187261410566,bank,0.0,False,0.0,0.0,0.0
2024-02-21,KBC.BR,0.009024933559423434,bank,0.0,False,0.0,0.0,0.0
2024-02-21,EBS.VI,0.0020851966050227794,bank,0.0,False,0.0,0.0,0.0
2024-02-21,RBI.VI,0.01783554278203761,bank,0.0,False,0.0,0.0,0.0
2024-02-21,BG.VI,-0.015965046331491758,bank,0.0,False,0.0,0.0,0.0
2024-02-21,BIRG.IR,0.03407096541412656,bank,0.0,False,0.0,0.0,0.0
2024-02-21,A5G.IR,0.021663517997805477,bank,0.0,False,0.0,0.0,0.0
2024-02-21,ETE.AT,-0.008374751906955002,bank,0.0,False,0.0,0.0,0.0
2024-02-21,EUROB.AT,-0.020493569262719148,bank,0.0,False,0.0,0.0,0.0
2024-02-21,TPEIR.AT,-0.016403285075134545,bank,0.0,False,0.0,0.0,0.0
2024-02-21,BCP.LS,-0.001778137949492639,bank,0.0,False,0.0,0.0,0.0
2024-02-21,NEXI.MI,-0.018251985485177286,payments,0.0,False,0.0,0.0,0.0
2024-02-21,WLN.PA,0.010725744415938421,payments,0.0,False,0.0,0.0,0.0
2024-02-21,ADYEN.AS,-0.015982570001652895,payments,0.0,False,0.0,0.0,0.0
2024-02-21,WISE.L,0.010017978801576205,payments,0.0,False,0.0,0.0,0.0
2024-02-21,SWED-A.ST,0.011717792796500915,control_bank,0.0,False,0.0,0.0,0.0
2024-02-21,SHB-A.ST,-0.02777803582686176,control_bank,0.0,False,0.0,0.0,0.0
2024-02-21,DANSKE.CO,-0.016785151636587246,control_bank,0.0,False,0.0,0.0,0.0
2024-02-21,DNB.OL,-0.0223295912430565,control_bank,0.0,False,0.0,0.0,0.0
2024-02-21,LLOY.L,0.03764940639696249,control_bank,0.0,False,0.0,0.0,0.0
2024-02-21,NWG.L,-0.016877959553940204,control_bank,0.0,False,0.0,0.0,0.0
2024-02-21,UBSG.SW,-0.0007741230591842198,control_bank,0.0,False,0.0,0.0,0.0
2024-02-21,MA,0.02943153349720021,payments,0.0,False,0.0,0.0,0.0
2024-02-21,V,0.01660512695217234,payments,0.0,False,0.0,0.0,0.0
2024-02-21,AXP,-0.01800735503566278,payments,0.0,False,0.0,0.0,0.0
2024-02-21,PYPL,-0.02384654586934147,payments,0.0,False,0.0,0.0,0.0
2024-02-21,GPN,-0.011238850087564492,payments,0.0,False,0.0,0.0,0.0
2024-02-21,AAPL,-0.010829435680541386,device,0.0,False,0.0,0.0,0.0
2024-02-21,GOOGL,-0.0036072393821642307,device,0.0,False,0.0,0.0,0.0
2024-02-21,AMZN,0.01584911471117022,bigtech,0.0,False,0.0,0.0,0.0
2024-02-21,META,-0.0020076372338006764,bigtech,0.0,False,0.0,0.0,0.0
2024-11-13,DBK.DE,0.005842655452964479,bank,0.0,True,0.0,0.0,0.0
2024-11-13,CBK.DE,-0.004317250078789742,bank,0.0,True,0.0,0.0,0.0
2024-11-13,BNP.PA,-0.0037671120416663244,bank,0.0,True,0.0,0.0,0.0
2024-11-13,GLE.PA,-0.012959418109666514,bank,0.0,True,0.0,0.0,0.0
2024-11-13,ACA.PA,-0.004041438156415988,bank,0.0,True,0.0,0.0,0.0
2024-11-13,SAN.MC,0.017258580487649576,bank,0.0,True,0.0,0.0,0.0
2024-11-13,BBVA.MC,0.0175319522906186,bank,0.0,True,0.0,0.0,0.0
2024-11-13,CABK.MC,0.0037163187131941406,bank,0.0,True,0.0,0.0,0.0
2024-11-13,SAB.MC,0.027809536664932338,bank,0.0,True,0.0,0.0,0.0
2024-11-13,BKT.MC,0.007527707181132909,bank,0.0,True,0.0,0.0,0.0
2024-11-13,UNI.MC,0.024086010388065383,bank,0.0,True,0.0,0.0,0.0
2024-11-13,ISP.MI,0.022233818728993302,bank,0.0,True,0.0,0.0,0.0
2024-11-13,UCG.MI,0.03792674135907326,bank,0.0,True,0.0,0.0,0.0
2024-11-13,BAMI.MI,0.023673063152929108,bank,0.0,True,0.0,0.0,0.0
2024-11-13,BPE.MI,0.0267576119959183,bank,0.0,True,0.0,0.0,0.0
2024-11-13,MB.MI,0.0026003085972368008,bank,0.0,True,0.0,0.0,0.0
2024-11-13,INGA.AS,-0.002151334783519398,bank,0.0,True,0.0,0.0,0.0
2024-11-13,ABN.AS,-0.022835021038073854,bank,0.0,True,0.0,0.0,0.0
2024-11-13,KBC.BR,0.02812468623959863,bank,0.0,True,0.0,0.0,0.0
2024-11-13,EBS.VI,0.006396158333598929,bank,0.0,True,0.0,0.0,0.0
2024-11-13,RBI.VI,-0.0197760407652025,bank,0.0,True,0.0,0.0,0.0
2024-11-13,BG.VI,-0.007762945371647237,bank,0.0,True,0.0,0.0,0.0
2024-11-13,BIRG.IR,0.0019477504145310343,bank,0.0,True,0.0,0.0,0.0
2024-11-13,A5G.IR,0.005970080107675305,bank,0.0,True,0.0,0.0,0.0
2024-11-13,ETE.AT,-0.0531046094882121,bank,0.0,True,0.0,0.0,0.0
2024-11-13,EUROB.AT,-0.03074301965205385,bank,0.0,True,0.0,0.0,0.0
2024-11-13,TPEIR.AT,-0.04026496602519328,bank,0.0,True,0.0,0.0,0.0
